-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
-10,-10,-10,-10,-10,-10,-10,-10,0,-10,-10,-10,-10,-10,-10,-10,-10,-10
-10,-10,-10,-10,-10,-10,-10,-10,0,-10,-10,-10,-10,-10,-10,-10,-10,-10
-10,-10,-10,-10,-10,-10,-10,0,0,0,-10,-10,-10,-10,-10,-10,-10,-10
-10,-10,-10,0,-10,0,0,0,0,0,-10,-10,-10,-10,-10,-10,-10,-10
-10,-10,-10,0,-10,0,0,0,0,0,-10,-10,0,-10,-10,-10,-10,-10
-10,-10,-10,0,-10,-10,-10,0,0,0,-10,0,0,-10,-10,-10,-10,-10
-10,-10,-10,0,-10,-10,-10,0,0,0,-10,-10,-10,-10,-10,-10,-10,-10
-10,-10,-10,8,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
-10,-10,-10,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
-10,-10,-10,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
-10,-10,-10,0,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
-10,-10,-10,0,-10,8,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
-10,-10,-10,10,3,3,-10,-10,-10,0,-10,-10,-10,-10,-10,-10,-10,-10
-10,-10,-10,-10,-10,3,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
-10,-10,-10,-10,-10,0,-10,-10,-10,-10,-10,-10,-10,0,8,0,-10,-10
-10,-10,-10,-10,-10,10,3,3,3,-10,0,0,0,0,0,0,-10,-10
-10,-10,-10,-10,-10,0,-10,-10,3,-10,0,-10,-10,6,6,6,-10,-10
-10,-10,-10,-10,-10,0,-10,-10,0,0,0,-10,-10,0,0,10,-10,-10
-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,3,-10,-10
-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,3,-10,-10
-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,3,-10,-10
-10,-10,-10,-10,-10,-10,-10,-10,0,0,0,0,0,0,3,3,-10,-10
-10,-10,-10,-10,-10,-10,-10,-10,0,-10,-10,0,-10,-10,-10,-10,-10,-10
-10,-10,-10,-10,-10,-10,-10,6,0,0,6,0,8,6,-10,-10,-10,-10
-10,-10,-10,-10,-10,-10,-10,6,0,0,10,0,0,6,-10,-10,-10,-10
-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,3,-10,-10,-10,-10,-10,-10,-10
-10,-10,-10,-10,-10,-10,-10,0,0,3,3,-10,-10,-10,-10,-10,-10,-10
-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
